"filename", "language", "JavaScript", "YAML", "Markdown", "JSON", "JSON with Comments", "PowerShell", "TypeScript", "Makefile", "Shell Script", "MS SQL", "Terraform", "Python", "Rust", "pip requirements", "Ini", "CSS", "TypeScript JSX", "Log", "HTML", "XML", "Java", "Properties", "Groovy", "Batch", "R", "Docker", "PHP", "Julia", "Go", "Go Checksum File", "Go Module File", "C++", "comment", "blank", "total"
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\serde_derive-945faa13a1a072d8\lib-serde_derive.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\serde_json-07621965adeb7c6b\run-build-script-build-script-build.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\serde_json-6756591b3c3f9df5\lib-serde_json.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\serde_json-738887fba19e50b5\build-script-build-script-build.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\serde_json-bdd87a01e0ec2906\build-script-build-script-build.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\serde_json-d3c860082c064982\run-build-script-build-script-build.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\serde_json-e066e5322a261f6d\lib-serde_json.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\serde_repr-c40ae1c56853ba0f\lib-serde_repr.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\serde_spanned-31f501404ed26f9f\lib-serde_spanned.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\serde_urlencoded-ff64b50f75dd5743\lib-serde_urlencoded.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\serde_with-07892df177f00991\lib-serde_with.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\serde_with_macros-fce1bb0788103d61\lib-serde_with_macros.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\serialize-to-javascript-impl-8cca70672c17bd29\lib-serialize_to_javascript_impl.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\servo_arc-23bd0b8648b61b09\lib-servo_arc.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\sha2-5e3cc29dedd7d2ac\lib-sha2.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\shlex-27ba53e6f2866fee\lib-shlex.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\simd-adler32-fcb3398b1c79944c\lib-simd_adler32.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\siphasher-044e9ebd3ed8b044\lib-siphasher.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\siphasher-433e8bf4c3557c0c\lib-siphasher.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\slab-11ade8e2420980f6\lib-slab.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\smallvec-e8ce64a66199a9f6\lib-smallvec.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\socket2-6847ed65572ab199\lib-socket2.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\stable_deref_trait-2e50abd872724d2c\lib-stable_deref_trait.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\state-012038c9146d58e2\lib-state.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\string_cache-ea88e55798b07d5e\lib-string_cache.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\string_cache_codegen-45dc2c9ed9b04554\lib-string_cache_codegen.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\strsim-f944ecbf1a43185e\lib-strsim.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\syn-552c21a14609ba79\run-build-script-build-script-build.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\syn-598864d5a932060b\build-script-build-script-build.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\syn-909884abc0b3dbc0\lib-syn.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\syn-913938a7a4641c40\lib-syn.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\sync_wrapper-668c4a51cd569af0\lib-sync_wrapper.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\synstructure-c0fea6b42224b9fb\lib-synstructure.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\sys-locale-5756dd5318ff9d1c\lib-sys_locale.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\tao-4bff647098ab0666\build-script-build-script-build.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\tao-578498d287e41eb4\run-build-script-build-script-build.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\tar-c7724cc9ebdafb9b\lib-tar.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\tauri-b9445c6fc56f8f5f\run-build-script-build-script-build.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\tauri-d24cfc7ba76349f3\build-script-build-script-build.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\tauri-runtime-488ec7734ec0255c\build-script-build-script-build.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\tauri-runtime-faa42a179b1db965\run-build-script-build-script-build.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\tauri-runtime-wry-e11b84a8a912514d\run-build-script-build-script-build.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\tauri-runtime-wry-f3cebfad67b9fd5d\build-script-build-script-build.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\tauri-winrt-notification-49bac08b058145ac\lib-tauri_winrt_notification.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\tempfile-aed9c9b4d7fffb52\lib-tempfile.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\tendril-78d6ab46bf84fb38\lib-tendril.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\thin-slice-1c680b3befc0f3c1\lib-thin_slice.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\thiserror-4396a7df873958dd\run-build-script-build-script-build.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\thiserror-60db7b5760e08792\run-build-script-build-script-build.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\thiserror-7a538730508d99d9\build-script-build-script-build.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\thiserror-b6cf77148e1e9b33\build-script-build-script-build.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\thiserror-ced40df82633b01a\lib-thiserror.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\thiserror-f5ae1ade6240c98c\lib-thiserror.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\thiserror-impl-66ab13ba58a16ab2\lib-thiserror_impl.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\thiserror-impl-7139b92903484f88\lib-thiserror_impl.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\tinystr-f623299f4669a1b9\lib-tinystr.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\tokio-dcfead791afc60e8\lib-tokio.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\tokio-macros-f28fc89f97f6c890\lib-tokio_macros.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\toml_datetime-5b8bcf2a9c666c23\lib-toml_datetime.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\toml_edit-b77b814887aca220\lib-toml_edit.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\toml_edit-bca6f824076304ba\lib-toml_edit.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\toml_write-645b1c0c265da681\lib-toml_write.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\tower-service-6ed9f2daebb07f83\lib-tower_service.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\tracing-core-4b18045196792bfc\lib-tracing_core.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\tracing-e3df4457decb858d\lib-tracing.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\try-lock-ac72d5b302cf0cfe\lib-try_lock.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\typenum-2f02434611882b98\run-build-script-build-script-build.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\typenum-d94741fc46dc64f4\build-script-build-script-build.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\typenum-e5c239fc98bc3ced\lib-typenum.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\unicode-ident-a3528efee345a255\lib-unicode_ident.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\unicode-segmentation-22c602554d266e57\lib-unicode_segmentation.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\utf-8-70b109613adbd7d4\lib-utf8.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\utf8_iter-219f97cfa0cacdb0\lib-utf8_iter.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\uuid-e80f09d7a63ce55c\lib-uuid.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Workspace\Templates\Nexpo\apps\tauri\src-tauri\target\debug\.fingerprint\uuid-f615021d7a88c945\lib-uuid.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
